customer_id,age,tenure_months,contract_type,internet_service,tech_support,payment_method,monthly_charges,total_charges,num_support_calls,churn
2181,66.0,18.0,One year,Fiber optic,Yes,Bank transfer,40.63,748.1,4,0
2051,51.0,22.0,Month-to-month,Fiber optic,No,Credit card,68.22,1426.95,3,0
2364,63.0,0.0,One year,No,Yes,Electronic check,73.17,0.0,0,0
2265,24.0,19.0,Month-to-month,NO,Yes,Electronic check,123.59,2055.5,2,0
1597,30.0,9.0,One year,Fiber optic,No,Credit card,47.1,425.22,1,0
2898,53.0,4.0,Month-to-month,DSL,No,Bank transfer,47.21,207.68,2,1
2992,63.0,4.0,Month-to-month,No,Yes,Mailed check,106.09,475.99,1,0
2096,46.0,29.0,Month-to-month,Fiber optic,Yes,Bank transfer,45.1,1261.69,1,0
1223,21.0,6.0,Month-to-month,DSL,No,Electronic check,67.44,376.24,1,1
2452,49.0,17.0,One year,DSL,,Credit card,60.74,1003.1,1,0
1213,55.0,0.0,Month-to-month,Fiber optic,Yes,Electronic check,68.99,0.0,1,0
2206,34.0,6.0,One year,Fiber optic,Yes,Credit card,771.5,458.53,2,0
1572,50.0,6.0,Month-to-month,Fiber optic,No,Credit card,58.28,387.69,4,1
1086,59.0,25.0,Month-to-month,DSL,No,Mailed check,66.83,1530.4,1,0
2516,68.0,40.0,Month-to-month,Fiber optic,No,Mailed check,39.25,1694.19,1,0
1202,61.0,10.0,One year,Fiber optic,No,Bank transfer,71.43,686.23,1,0
1077,41.0,67.0,Month-to-month,No,No,Bank transfer,79.76,4958.17,2,0
2850,35.0,4.0,Month-to-month,DSL,Yes,Mailed check,49.95,184.54,0,0
1000,52.0,10.0,Month-to-month,DSL,No,Mailed check,91.71,917.94,0,0
1388,59.0,30.0,One year,NO,No,Mailed check,79.2,2551.21,1,0
2046,55.0,13.0,One year,DSL,Yes,Electronic check,78.08,1043.5,1,0
1439,44.0,14.0,Month-to-month,DSL,No,Electronic check,85.05,1236.85,1,0
1062,28.0,37.0,One year,Fiber optic,Yes,Bank transfer,76.12,3132.48,4,0
1174,49.0,30.0,One year,Fiber optic,No,Credit card,70.64,2261.66,2,0
2710,62.0,9.0,Month-to-month,Fiber optic,No,Electronic check,59.78,515.34,2,0
2521,54.0,38.0,Two year,No,No,Bank transfer,128.48,4422.72,2,0
1342,49.0,8.0,Month-to-month,No,Yes,Credit card,87.19,610.21,4,1
2668,58.0,1.0,Month-to-month,DSL,No,Electronic check,24.32,22.46,2,0
2929,74.0,9.0,Two year,No,No,Electronic check,27.43,249.47,1,1
1551,43.0,11.0,Month-to-month,DSL,No,Credit card,105.96,1172.04,0,1
1252,77.0,31.0,Two year,Fiber optic,No,Mailed check,89.47,2600.84,4,0
1297,50.0,9.0,Month-to-month,No,No,Electronic check,60.95,525.77,3,1
1545,33.0,37.0,Two year,Fiber optic,No,Mailed check,55.29,2307.75,1,0
1543,67.0,63.0,One year,Fiber optic,No,Mailed check,96.8,5852.04,1,0
1277,36.0,38.0,Month-to-month,Fiber optic,No,Credit card,106.34,3902.0,2,1
1814,60.0,24.0,Month-to-month,DSL,No,Electronic check,61.87,1352.05,1,0
2456,56.0,3.0,Month-to-month,No,Yes,Credit card,15.0,44.71,0,0
1322,33.0,45.0,Month-to-month,DSL,Yes,Bank transfer,90.24,4530.55,0,0
2677,68.0,26.0,Two year,Fiber optic,No,Bank transfer,51.3,1418.33,5,0
1834,44.0,1.0,Month-to-month,Fiber optic,Yes,Electronic check,42.49,41.7,0,0
2693,25.0,10.0,Two year,Fiber optic,No,Mailed check,79.99,733.51,2,0
2298,49.0,71.0,Two year,DSL,No,Bank transfer,70.69,5499.23,3,0
1490,45.0,1.0,Two year,DSL,No,Electronic check,80.84,69.3,1,0
2915,37.0,3.0,Month-to-month,DSL,No,Credit card,86.04,225.57,1,0
1810,42.0,35.0,Month-to-month,No,No,Electronic check,77.18,2765.83,1,0
1608,18.0,55.0,Month-to-month,DSL,No,Mailed check,15.0,780.13,1,0
2230,37.0,21.0,Two year,Fiber optic,Yes,Bank transfer,61.04,1146.14,0,0
2538,27.0,3.0,Month-to-month,No,No,Bank transfer,68.74,197.58,4,1
2430,50.0,1.0,Month-to-month,Fiber optic,No,Bank transfer,63.55,56.66,0,1
2975,39.0,18.0,Month-to-month,No,No,Credit card,82.25,1522.26,1,0
1394,63.0,7.0,Month-to-month,Fiber optic,No,Mailed check,71.07,538.59,1,1
2358,23.0,14.0,One year,Fiber optic,No,Credit card,55.36,763.92,4,1
2383,36.0,4.0,Month-to-month,No,No,Bank transfer,15.0,62.62,3,0
1788,44.0,48.0,One year,DSL,No,Mailed check,72.38,3309.55,1,0
2639,29.0,17.0,Month-to-month,Fiber optic,No,Bank transfer,88.95,1325.96,2,0
2508,46.0,34.0,Month-to-month,Fiber optic,No,Electronic check,45.83,,3,1
2156,35.0,59.0,Month-to-month,DSL,Yes,Mailed check,68.47,3791.44,0,0
2082,40.0,28.0,Two year,Fiber optic,No,Bank transfer,77.01,2180.62,2,0
2581,62.0,0.0,Two year,DSL,Yes,Credit card,33.16,0.0,0,0
2381,38.0,3.0,Month-to-month,Fiber optic,No,Electronic check,62.97,168.86,0,1
2171,49.0,6.0,One year,DSL,No,Mailed check,81.72,478.09,3,0
2758,69.0,13.0,Two year,Fiber optic,No,Bank transfer,15.03,219.6,1,0
2734,57.0,5.0,Month-to-month,No,Yes,Electronic check,69.96,387.02,0,0
1701,61.0,20.0, One year ,DSL,No,Mailed check,54.24,1007.38,1,0
1295,35.0,60.0,One year,Fiber optic,No,Credit card,78.41,4966.18,1,0
2805,21.0,63.0,Month-to-month,Fiber optic,No,Electronic check,85.08,5913.32,0,0
2602,35.0,3.0,Month-to-month,Fiber optic,No,Mailed check,78.9,243.01,1,1
1011,38.0,14.0,Two year,Fiber optic,No,Bank transfer,47.02,586.98,0,0
1640,40.0,35.0,Two year,DSL,Yes,Credit card,25.73,863.02,1,0
2801,44.0,20.0,Month-to-month,DSL,No,Electronic check,69.04,1417.5,2,0
2465,54.0,4.0,Month-to-month,Fiber optic,No,Credit card,36.96,167.68,0,0
1281,55.0,1.0,Two year,Fiber optic,No,Mailed check,68.94,76.99,1,0
2036,27.0,10.0,Month-to-month,DSL,Yes,Bank transfer,48.32,486.43,2,1
1946,22.0,22.0,One year,Fiber optic,No,Electronic check,70.42,1337.96,1,0
2942,49.0,6.0,Month-to-month,DSL,Yes,Mailed check,97.89,651.85,2,0
1922,47.0,0.0,Two year,No,No,Bank transfer,50.27,0.0,3,0
1618,52.0,52.0,One year,DSL,No,Mailed check,43.58,2402.8,1,0
1148,53.0,23.0,One year,DSL,No,Bank transfer,55.74,1361.89,2,0
1397,65.0,2.0,One year,Fiber optic,No,Electronic check,51.29,112.1,1,0
2396,25.0,2.0,One year,DSL,No,Bank transfer,59.47,122.65,1,0
2767,42.0,4.0,Month-to-month,Fiber optic,Yes,Mailed check,42.38,145.79,2,0
1719,44.0,16.0,Two year,Fiber optic,Yes,Bank transfer,53.39,863.62,2,0
2114,47.0,1.0,Two year,DSL,Yes,Credit card,79.43,90.9,3,0
2084,51.0,12.0, Month-to-month ,Fiber optic,Yes,Mailed check,85.57,972.48,0,1
2874,65.0,18.0,Month-to-month,Fiber optic,No,Electronic check,15.82,300.71,1,0
2548,56.0,0.0,Two year,Fiber optic,No,Credit card,47.69,0.0,3,1
1555,39.0,11.0,Month-to-month,DSL,No,Credit card,15.0,171.0,3,1
2453,84.0,33.0,One year,Fiber optic,No,Bank transfer,44.68,1270.82,1,0
2421,61.0,10.0,Month-to-month,DSL,No,Mailed check,83.34,783.07,3,1
2712,18.0,2.0,One year,Fiber optic,No,Electronic check,86.45,150.87,1,1
1326,62.0,30.0,Month-to-month,FIBER OPTIC,No,Credit card,62.81,2098.99,2,1
2604,38.0,25.0,Month-to-month,No,No,Mailed check,18.84,524.85,4,0
1667,68.0,3.0,One year,DSL,No,Electronic check,100.61,265.46,0,0
1873,34.0,20.0,Month-to-month,Fiber optic,No,Bank transfer,94.07,1708.06,0,1
1375,33.0,4.0,Month-to-month,Fiber optic,Yes,Bank transfer,74.08,257.07,2,1
2983,58.0,4.0,One year,No,No,Mailed check,55.64,191.06,3,0
2053,49.0,17.0,One year,Fiber optic,No,Electronic check,99.73,1454.98,3,1
1480,43.0,22.0,Two year,Fiber optic,Yes,Mailed check,79.3,1687.94,2,0
1986,68.0,5.0,Two year,No,No,Bank transfer,35.58,164.06,5,0
1596,41.0,6.0,Month-to-month,Fiber optic,No,Credit card,123.73,840.02,2,1
2819,30.0,12.0, One year ,Fiber optic,No,Electronic check,92.96,1202.52,1,0
1720,50.0,20.0,Month-to-month,No,Yes,Mailed check,66.11,1234.75,1,0
1471,18.0,31.0,Two year,Fiber optic,No,Mailed check,71.98,2356.62,2,0
1016,30.0,10.0,Month-to-month,DSL,No,Electronic check,45.5,460.06,1,0
2127,34.0,7.0,Month-to-month,Fiber optic,No,Electronic check,94.61,682.5,2,1
1075,57.0,48.0,One year,Fiber optic,No,Credit card,33.55,1717.11,0,0
1134,31.0,0.0,Month-to-month,Fiber optic,No,Mailed check,49.45,0.0,3,1
1001,43.0,1.0,Month-to-month,Fiber optic,No,Mailed check,80.1,79.97,2,0
2861,57.0,16.0,One year,No,Yes,Mailed check,67.77,1204.69,2,0
1437,24.0,68.0,One year,Fiber optic,No,Mailed check,58.5,3835.59,2,0
2943,40.0,24.0,One year,DSL,No,Bank transfer,70.26,1729.82,0,0
1319,43.0,28.0,Two year,Fiber optic,No,Credit card,46.58,1185.14,0,0
2328,27.0,4.0,One year,Fiber optic,Yes,Bank transfer,98.78,384.38,1,0
1931,73.0,10.0,Two year,DSL,Yes,Mailed check,91.86,949.91,3,0
2275,47.0,8.0,Month-to-month,No,Yes,Credit card,22.88,182.41,1,0
1518,46.0,0.0,Month-to-month,No,No,Credit card,59.99,0.0,2,0
2863,19.0,0.0,Two year,Fiber optic,No,Mailed check,37.3,0.0,1,0
1699,42.0,11.0,Two year,DSL,No,Mailed check,80.14,906.23,1,0
1567,30.0,42.0,One year,Fiber optic,No,Mailed check,53.06,1934.62,2,0
2263,31.0,12.0,Month-to-month,Fiber optic,No,Credit card,68.72,757.76,1,1
1378,78.0,33.0,Two year,No,Yes,Credit card,115.38,4376.67,3,0
2086,60.0,2.0,One year,DSL,No,Bank transfer,82.32,153.72,1,0
2165,82.0,19.0,One year,Fiber optic,No,Bank transfer,72.37,1178.18,3,0
1982,30.0,7.0,Month-to-month,No,No,Credit card,85.22,614.09,0,0
2187,42.0,13.0, One year ,Fiber optic,No,Mailed check,95.06,1236.28,0,1
2154,70.0,8.0,Month-to-month,Fiber optic,No,Bank transfer,105.11,857.51,2,0
1414,50.0,8.0,Month-to-month,Fiber optic,No,Electronic check,30.83,227.72,1,0
2279,40.0,13.0,One year,Fiber optic,No,Mailed check,51.95,718.41,2,0
2563,58.0,14.0,Month-to-month,No,Yes,Electronic check,51.77,805.51,1,0
2007,55.0,20.0,Two year,Fiber optic,Yes,Credit card,97.28,2102.6,1,0
2846,64.0,58.0,One year,Fiber optic,No,Bank transfer,63.57,3180.6,1,0
2906,21.0,40.0,Month-to-month,No,No,Electronic check,61.79,2427.38,0,1
1521,53.0,23.0,Month-to-month,Fiber optic,No,Credit card,45.57,1113.87,2,1
1717,47.0,1.0,Month-to-month,Fiber optic,Yes,Mailed check,83.3,91.37,0,1
2980,30.0,17.0,Month-to-month,Fiber optic,No,Bank transfer,64.93,1169.9,1,0
2386,65.0,7.0,Two year,Fiber optic,No,Mailed check,99.46,780.84,0,0
1870,42.0,5.0,Month-to-month,FIBER OPTIC,No,Mailed check,94.71,462.41,1,1
2266,43.0,6.0,Month-to-month,Fiber optic,No,Credit card,86.77,453.23,2,1
2860,43.0,10.0,Month-to-month,DSL,No,Credit card,53.95,619.46,2,0
2662,18.0,2.0,One year,Fiber optic,Yes,Credit card,53.33,118.95,3,0
2708,43.0,72.0,Month-to-month,Fiber optic,No,Bank transfer,82.41,5077.37,2,1
1179,85.0,5.0,Month-to-month,DSL,Yes,Bank transfer,51.18,238.36,1,1
2783,56.0,3.0,Month-to-month,Fiber optic,No,Bank transfer,63.3,170.33,0,0
2345,23.0,11.0,Two year,Fiber optic,No,Electronic check,78.58,776.64,3,1
1863,72.0,3.0,Month-to-month,FIBER OPTIC,Yes,Credit card,72.41,217.2,4,0
2700,50.0,18.0,Month-to-month,FIBER OPTIC,No,Credit card,104.34,1824.68,2,1
2997,32.0,33.0,Month-to-month,Fiber optic,Yes,Electronic check,15.0,521.48,0,0
1345,48.0,21.0,Month-to-month,DSL,No,Mailed check,74.71,1793.87,1,1
1050,50.0,7.0,One year,Fiber optic,No,Credit card,52.58,414.59,0,0
2134,41.0,30.0,Month-to-month,No,Yes,Credit card,62.98,2163.41,4,0
1968,44.0,2.0,Month-to-month,Fiber optic,No,Bank transfer,51.56,99.16,3,0
1262,18.0,6.0,Month-to-month,DSL,No,Electronic check,97.4,586.37,2,1
1120,57.0,27.0,Month-to-month,Fiber optic,Yes,Bank transfer,29.1,714.9,2,1
2475,55.0,35.0,Two year,DSL,No,Mailed check,59.88,1988.35,3,0
2139,56.0,10.0,Month-to-month,Fiber optic,Yes,Mailed check,65.48,705.98,3,0
1219,46.0,6.0,Month-to-month,Fiber optic,Yes,Electronic check,85.27,500.99,3,1
1267,24.0,30.0,One year,Fiber optic,Yes,Mailed check,79.78,2260.41,2,0
1843,51.0,46.0,One year,DSL,No,Mailed check,50.96,2410.69,0,0
1290,42.0,29.0,One year,No,Yes,Electronic check,72.54,2321.55,2,0
1692,29.0,11.0,Month-to-month,Fiber optic,Yes,Mailed check,93.98,1148.98,1,0
1697,26.0,4.0, Month-to-month ,Fiber optic,No,Credit card,69.64,298.07,3,1
2830,56.0,3.0,Month-to-month,Fiber optic,Yes,Bank transfer,65.85,224.82,2,0
1716,47.0,31.0,Month-to-month,Fiber optic,,Electronic check,49.25,1745.73,1,0
2568,22.0,50.0,Month-to-month,Fiber optic,No,Electronic check,60.4,3220.16,1,0
1074,18.0,11.0,One year,Fiber optic,No,Bank transfer,94.82,1125.13,1,0
1574,57.0,1.0,One year,DSL,No,Bank transfer,54.18,61.44,2,0
1773,60.0,1.0,Month-to-month,Fiber optic,Yes,Electronic check,94.89,85.56,2,1
2872,40.0,2.0,Month-to-month,DSL,Yes,Credit card,92.25,183.29,2,0
2674,69.0,46.0,Month-to-month,Fiber optic,No,Credit card,94.78,4792.13,2,0
1317,40.0,17.0,Month-to-month,Fiber optic,No,Electronic check,29.83,460.41,0,0
1963,56.0,1.0,Month-to-month,Fiber optic,Yes,Credit card,40.85,35.22,1,0
1654,84.0,4.0,One year,No,Yes,Mailed check,65.63,297.68,0,0
2460,43.0,23.0,Month-to-month,DSL,No,Electronic check,83.23,1919.46,1,1
2167,53.0,7.0,Two year,DSL,No,Electronic check,97.02,752.9,1,0
2233,84.0,8.0,One year,DSL,No,Credit card,64.65,508.28,3,0
1955,62.0,1.0,One year,Fiber optic,No,Electronic check,79.61,83.66,0,1
2761,56.0,31.0,Month-to-month,DSL,No,Electronic check,74.39,2338.9,1,0
1901,39.0,1.0,Two year,No,No,Bank transfer,41.06,35.77,2,0
1513,31.0,2.0,Month-to-month,Fiber optic,No,Credit card,87.15,167.9,2,1
1440,51.0,25.0,One year,No,No,Bank transfer,86.56,2148.71,2,0
1621,52.0,11.0,Two year,Fiber optic,,Electronic check,51.55,494.07,1,0
1983,44.0,32.0,Month-to-month,No,No,Credit card,50.39,1463.56,1,0
2800,74.0,35.0,Month-to-month,No,No,Mailed check,47.51,1611.0,2,1
1205,31.0,8.0,Month-to-month,Fiber optic,No,Bank transfer,56.86,398.36,1,0
2267,31.0,17.0,Month-to-month,DSL,Yes,Electronic check,88.72,1551.45,0,0
1056,32.0,0.0,Two year,Fiber optic,Yes,Electronic check,71.47,0.0,0,0
1500,59.0,10.0,Month-to-month,Fiber optic,No,Mailed check,37.53,333.25,2,0
2542,70.0,26.0,One year,Fiber optic,No,Bank transfer,74.82,2026.02,3,0
2236,70.0,32.0,Month-to-month,DSL,Yes,Bank transfer,67.11,2056.99,1,0
2678,60.0,9.0,One year,Fiber optic,No,Electronic check,31.6,315.17,4,0
1425,66.0,27.0,Month-to-month,Fiber optic,No,Electronic check,50.52,1356.82,0,0
1741,26.0,5.0,Month-to-month,Fiber optic,Yes,Electronic check,36.16,168.5,1,0
2586,48.0,18.0,Month-to-month,DSL,Yes,Credit card,32.46,497.12,1,0
1589,32.0,27.0,Two year,DSL,No,Mailed check,56.43,1439.74,1,0
1237,48.0,6.0,Month-to-month,No,Yes,Mailed check,77.19,478.55,1,0
2310,45.0,10.0,Two year,FIBER OPTIC,No,Electronic check,55.2,480.94,0,0
2896,41.0,11.0,Month-to-month,DSL,Yes,Credit card,68.35,755.06,0,1
1175,57.0,12.0,Month-to-month,Fiber optic,No,Mailed check,65.44,785.28,4,1
2034,38.0,9.0,Month-to-month,No,No,Bank transfer,73.91,732.92,2,1
2210,26.0,11.0,Month-to-month,DSL,Yes,Mailed check,77.68,802.32,0,0
2454,53.0,29.0,Two year,Fiber optic,No,Mailed check,85.7,2315.72,1,0
1152,35.0,15.0, Two year ,DSL,Yes,Electronic check,73.04,1025.47,0,0
2771,70.0,15.0,One year,Fiber optic,Yes,Mailed check,67.85,,3,0
2818,42.0,2.0, One year ,Fiber optic,No,Mailed check,59.87,133.01,2,0
2315,25.0,6.0,Month-to-month,DSL,Yes,Mailed check,88.21,459.82,1,0
1859,54.0,72.0,One year,DSL,Yes,Electronic check,102.42,7429.3,0,0
2694,47.0,28.0,Month-to-month,No,Yes,Bank transfer,105.47,3344.93,2,1
2816,18.0,5.0,One year,Fiber optic,No,Electronic check,26.71,153.03,1,0
2394,40.0,2.0,Two year,Fiber optic,Yes,Electronic check,79.12,158.17,1,0
2188,53.0,22.0,Month-to-month,Fiber optic,No,Bank transfer,37.62,858.43,6,1
1883,61.0,72.0,One year,No,Yes,Mailed check,78.61,5589.31,1,0
2791,47.0,5.0,Month-to-month,No,Yes,Bank transfer,49.51,261.3,1,0
2739,71.0,17.0,Month-to-month,No,Yes,Electronic check,21.33,344.86,2,0
1264,41.0,22.0,Month-to-month,No,Yes,Credit card,55.86,1388.32,0,0
1291,38.0,9.0,Month-to-month,DSL,Yes,Bank transfer,69.39,,2,1
2720,53.0,34.0,Month-to-month,Fiber optic,No,Bank transfer,58.19,,1,0
2459,55.0,11.0,Month-to-month,No,No,Bank transfer,60.33,668.22,3,0
2837,47.0,16.0,One year,DSL,No,Bank transfer,64.5,994.78,1,0
1022,46.0,10.0,One year,No,No,Bank transfer,60.52,687.5,2,0
2487,19.0,72.0,Month-to-month,No,Yes,Bank transfer,90.93,6579.01,1,0
1881,37.0,18.0,Two year,DSL,No,Bank transfer,97.1,1920.07,1,0
1338,51.0,14.0,Month-to-month,DSL,Yes,Mailed check,35.52,471.65,1,0
2670,41.0,23.0,Month-to-month,DSL,Yes,Mailed check,96.31,2423.91,1,0
1227,29.0,11.0,Two year,DSL,No,Credit card,61.91,659.04,2,1
1107,48.0,11.0,Month-to-month,DSL,Yes,Mailed check,73.32,903.81,0,1
2701,52.0,70.0,One year,DSL,No,Electronic check,76.42,4608.47,0,0
2189,30.0,28.0,Month-to-month,No,No,Bank transfer,15.0,383.24,3,1
1857,52.0,33.0,Month-to-month,DSL,No,Credit card,67.5,2425.4,2,0
1592,52.0,9.0,Two year,Fiber optic,Yes,Credit card,43.84,377.85,3,0
2987,53.0,18.0,One year,Fiber optic,No,Credit card,69.83,1373.81,1,0
1030,36.0,9.0,One year,No,No,Bank transfer,30.68,305.74,1,0
1010,38.0,2.0,Month-to-month,No,No,Credit card,44.4,89.48,1,0
1438,19.0,1.0,One year,No,Yes,Mailed check,104.96,108.14,1,0
1971,35.0,5.0,One year,DSL,No,Credit card,107.98,476.0,3,0
1710,48.0,10.0,Month-to-month,Fiber optic,Yes,Mailed check,54.41,579.34,1,1
2964,53.0,2.0,Month-to-month,Fiber optic,No,Credit card,63.41,119.61,2,0
2290,51.0,54.0,One year,No,No,Bank transfer,89.84,4578.59,2,0
1669,61.0,0.0,Two year,NO,No,Bank transfer,42.81,0.0,4,0
1866,49.0,31.0,Two year,DSL,No,Bank transfer,36.07,1194.58,3,0
1447,31.0,40.0,One year,Fiber optic,No,Electronic check,59.46,2448.1,3,0
1845,52.0,8.0,Month-to-month,DSL,Yes,Credit card,82.4,590.58,1,1
1125,78.0,4.0,Month-to-month,Fiber optic,Yes,Bank transfer,61.05,214.25,2,0
1257,34.0,72.0,Month-to-month,NO,No,Electronic check,53.43,4420.08,4,0
2582,30.0,6.0,Two year,No,Yes,Mailed check,54.63,325.61,2,0
2160,18.0,7.0,Two year,No,Yes,Electronic check,92.6,729.94,3,0
2028,54.0,4.0,One year,DSL,No,Electronic check,64.58,253.68,3,1
2059,,7.0,Two year,Fiber optic,Yes,Electronic check,59.27,460.02,2,0
1198,46.0,17.0,Month-to-month,Fiber optic,No,Bank transfer,69.53,1179.81,0,1
1628,46.0,22.0,Month-to-month,DSL,Yes,Credit card,73.11,1499.04,1,0
1409,53.0,40.0,Two year,Fiber optic,No,Bank transfer,74.02,3039.7,2,0
2659,62.0,16.0,Month-to-month,No,No,Electronic check,75.6,1042.76,1,1
2198,48.0,22.0,Month-to-month,Fiber optic,No,Electronic check,15.0,372.24,1,0
2688,49.0,1.0,Two year,DSL,Yes,Bank transfer,45.6,45.55,4,0
2440,55.0,8.0,One year,NO,No,Bank transfer,34.1,303.89,3,0
1839,42.0,16.0,Two year,No,Yes,Credit card,52.93,828.29,2,0
2226,46.0,21.0,Month-to-month,Fiber optic,No,Electronic check,98.01,2151.13,3,1
1639,26.0,9.0,Month-to-month,DSL,No,Mailed check,65.21,626.78,1,0
1631,68.0,23.0,Two year,Fiber optic,Yes,Electronic check,86.12,2184.3,1,0
2201,39.0,43.0,Month-to-month,DSL,Yes,Credit card,55.0,2040.06,2,0
2726,37.0,18.0,One year,Fiber optic,Yes,Bank transfer,27.25,533.89,2,0
1412,22.0,4.0,Month-to-month,Fiber optic,Yes,Mailed check,65.45,254.38,2,0
1013,18.0,25.0,Month-to-month,Fiber optic,No,Electronic check,65.02,1834.57,2,0
1483,48.0,11.0,Month-to-month,DSL,No,Credit card,61.38,685.95,1,0
2937,52.0,27.0,Month-to-month,Fiber optic,Yes,Electronic check,65.33,1571.48,0,0
2058,53.0,35.0,Month-to-month,FIBER OPTIC,Yes,Electronic check,24.58,787.81,2,0
1475,41.0,8.0,One year,Fiber optic,No,Mailed check,49.18,389.5,2,0
1656,45.0,23.0,Month-to-month,DSL,No,Electronic check,69.11,1699.61,2,1
2141,66.0,0.0,Month-to-month,DSL,Yes,Bank transfer,63.75,0.0,1,0
1536,32.0,24.0,Month-to-month,Fiber optic,Yes,Credit card,42.98,,1,0
1967,72.0,56.0,Month-to-month,Fiber optic,No,Bank transfer,74.0,4349.45,3,0
2489,64.0,32.0,Month-to-month,No,No,Electronic check,101.95,3500.98,3,0
1602,58.0,20.0,Month-to-month,No,Yes,Electronic check,97.1,2193.71,3,0
1163,33.0,15.0,Two year,Fiber optic,No,Mailed check,53.79,794.61,2,0
2135,59.0,5.0,Two year,DSL,No,Credit card,15.0,70.59,0,0
1482,21.0,4.0,Month-to-month,Fiber optic,Yes,Mailed check,26.56,92.73,0,0
2244,35.0,18.0,Two year,DSL,No,Credit card,17.22,299.19,1,0
1130,22.0,2.0,Two year,No,No,Bank transfer,89.89,192.56,2,0
2296,59.0,4.0,Month-to-month,No,No,Credit card,45.71,162.68,1,0
2063,19.0,3.0,Two year,DSL,No,Bank transfer,80.59,266.04,2,0
2714,37.0,11.0,Month-to-month,DSL,No,Mailed check,58.57,705.22,3,0
2854,60.0,6.0,Two year,DSL,Yes,Electronic check,83.89,565.72,0,0
2505,38.0,16.0,Two year,DSL,No,Credit card,56.35,902.96,3,0
2415,59.0,18.0,Two year,DSL,No,Electronic check,33.14,569.85,0,0
1072,44.0,31.0,One year,No,Yes,Electronic check,74.33,2186.21,2,0
1514,36.0,18.0,One year,DSL,No,Bank transfer,63.43,1112.13,2,0
1012,49.0,32.0,Month-to-month,Fiber optic,Yes,Electronic check,116.25,4182.8,1,0
2324,46.0,3.0,Month-to-month,DSL,Yes,Mailed check,33.2,101.43,0,1
2919,38.0,3.0,One year,No,No,Electronic check,61.46,194.72,1,0
1208,53.0,13.0,Month-to-month,No,No,Credit card,40.17,515.19,3,0
1303,54.0,5.0,Month-to-month,No,Yes,Electronic check,17.3,87.85,2,0
1620,33.0,29.0,Month-to-month,Fiber optic,No,Bank transfer,58.59,1524.59,3,1
2656,48.0,2.0,Month-to-month,Fiber optic,No,Credit card,50.0,107.85,2,1
2411,53.0,1.0,Month-to-month,DSL,No,Bank transfer,53.66,51.26,4,1
1565,39.0,2.0,Two year,DSL,Yes,Mailed check,59.57,119.53,3,0
1693,54.0,11.0,Month-to-month,Fiber optic,No,Mailed check,89.33,1101.17,1,0
2424,29.0,6.0,One year,DSL,Yes,Bank transfer,66.92,416.01,1,0
2015,48.0,11.0,Month-to-month,DSL,No,Mailed check,58.66,701.95,2,0
1340,33.0,33.0,One year,Fiber optic,Yes,Credit card,81.79,2592.4,0,0
2277,51.0,2.0,One year,Fiber optic,Yes,Electronic check,64.09,127.64,3,0
2892,38.0,41.0,One year,Fiber optic,Yes,Credit card,67.07,2569.85,2,0
2880,59.0,4.0,One year,Fiber optic,No,Bank transfer,102.89,,2,1
2775,25.0,13.0,One year,Fiber optic,No,Mailed check,27.56,356.25,2,0
1811,38.0,22.0,Two year,DSL,Yes,Bank transfer,91.8,1859.5,2,0
1042,43.0,35.0,Month-to-month,DSL,No,Electronic check,59.1,2164.97,0,0
2240,39.0,3.0,Two year,Fiber optic,No,Electronic check,86.72,241.31,2,0
1878,45.0,17.0,Month-to-month,Fiber optic,No,Bank transfer,67.69,1194.35,2,0
2464,36.0,24.0,One year,Fiber optic,Yes,Mailed check,34.59,788.39,2,0
1733,19.0,4.0,Month-to-month,Fiber optic,No,Mailed check,38.08,152.42,5,0
1423,60.0,4.0,Two year,Fiber optic,No,Mailed check,69.97,250.17,2,0
2977,59.0,11.0,Month-to-month,DSL,No,Electronic check,82.29,928.12,2,1
2737,29.0,18.0,Month-to-month,Fiber optic,Yes,Bank transfer,70.45,1270.94,1,0
1879,63.0,20.0,Month-to-month,DSL,Yes,Credit card,74.68,1328.36,2,0
1585,49.0,16.0,Month-to-month,DSL,No,Mailed check,77.29,1420.56,0,0
1026,28.0,5.0,Month-to-month,DSL,No,Mailed check,40.35,190.84,3,0
1680,56.0,2.0,Month-to-month,No,Yes,Bank transfer,61.7,116.77,1,0
2238,54.0,17.0,Month-to-month,Fiber optic,No,Bank transfer,88.09,1713.03,1,1
1135,68.0,10.0,Month-to-month,DSL,No,Bank transfer,79.57,879.76,1,0
1210,54.0,25.0,Month-to-month,No,No,Credit card,30.29,744.39,2,1
2601,66.0,30.0,Month-to-month,DSL,No,Credit card,63.97,1793.51,3,0
1055,59.0,8.0,Month-to-month,Fiber optic,No,Credit card,37.15,338.7,0,0
1463,48.0,7.0,Month-to-month,No,No,Credit card,69.87,471.58,4,0
2779,35.0,72.0,One year,Fiber optic,Yes,Electronic check,104.72,7656.41,2,0
1216,33.0,3.0,Month-to-month,FIBER OPTIC,Yes,Credit card,65.87,177.63,2,0
2183,,69.0,Month-to-month,Fiber optic,Yes,Mailed check,65.48,4405.67,2,0
2064,40.0,9.0,Month-to-month,DSL,Yes,Electronic check,82.59,803.74,1,0
1396,19.0,28.0,Month-to-month,No,Yes,Credit card,78.83,2064.59,1,0
2408,40.0,52.0,Two year,Fiber optic,No,Credit card,85.2,3944.43,2,0
